ITEM;ATIVO;ATIVO ANT./CONC;COMPLEMENTO;AREA;P&IDS-EQUIPAMENTO;P&IDS-PLANTA;CENTRO CUSTO;DESCRIÄ«O CENTRO DE CUSTO;DESCRIÄ«O;MARCA;MODELO;OBS
214;104520;7049730;;CAL-PLANTA DE CAL;EX-41209A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
215;104520;81360;0001;CAL-PLANTA DE CAL;EX-41209A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
216;104510;41970;;CAL-PLANTA DE CAL;SI-41208A;Y-412-001;7223;HIDROXIDO DE CALCIO;SILO;;;
217;104510;1023420;0001;CAL-PLANTA DE CAL;FL-41208A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
218;104510;1014770;0002;CAL-PLANTA DE CAL;FL-41208A-02;Y-412-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
219;104510;1026940;0003;CAL-PLANTA DE CAL;VR-41208A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;VALVULA ROTATIVA;;;
220;104517;33200;;CAL-PLANTA DE CAL;EX-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;102458
221;104517;55841;0001;CAL-PLANTA DE CAL;EX-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
222;104517;33990;;CAL-PLANTA DE CAL;CH-41234A-01;Y-412-001;7223;HIDROXIDO DE CALCIO;CHAMINE;;;
223;104532;102300;;CAL-RECEBIMENTO OXIDO CALCIO;TP-41119B;Y-411-001;7223;HIDROXIDO DE CALCIO;TRANSPORTADOR PNEUMµTICO ;;;
224;104547;102409;;CAL-RECEBIMENTO OXIDO CALCIO;MG-41102B;Y-411-001;7223;HIDROXIDO DE CALCIO;MOEGA;;;
225;104547;42800;0001;CAL-RECEBIMENTO OXIDO CALCIO;FL-41102B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
226;104547;130890;0002;CAL-RECEBIMENTO OXIDO CALCIO;EX-41102B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
227;104547;1017000;0003;CAL-RECEBIMENTO OXIDO CALCIO;EX-41102B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
228;104546;102410;;CAL-RECEBIMENTO OXIDO CALCIO;MO-41104B;Y-411-001;7223;HIDROXIDO DE CALCIO;MOINHO;;;
229;104546;;0001;CAL-RECEBIMENTO OXIDO CALCIO;MO-41104B;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
230;104542;1016520;;CAL-RECEBIMENTO OXIDO CALCIO;TC-41109B;Y-411-001;7223;HIDROXIDO DE CALCIO;CORREIA TRANSPORTADORA;;;
231;104542;;0001;CAL-RECEBIMENTO OXIDO CALCIO;TC-41109B;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
232;104545;;;CAL-RECEBIMENTO OXIDO CALCIO;SM-41109B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;SEPARADOR MAGNETICO;;;
233;104541;50000251;;CAL-RECEBIMENTO OXIDO CALCIO;CV-41125B;Y-411-001;7223;HIDROXIDO DE CALCIO;CALHA VIBRATORIA;MAVI;;
234;104541;;0001;CAL-RECEBIMENTO OXIDO CALCIO;CV-41125B;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
235;104543;98840;;CAL-RECEBIMENTO OXIDO CALCIO;FL-41109B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
236;104544;47160;;CAL-RECEBIMENTO OXIDO CALCIO;EX-41109B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
237;104544;56471;0001;CAL-RECEBIMENTO OXIDO CALCIO;EX-41109B-01;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
238;104509;102426;;CAL-RECEBIMENTO OXIDO CALCIO;SI-41108B;Y-411-001;7223;HIDROXIDO DE CALCIO;SILO;;;
239;104533;102401;;CAL-RECEBIMENTO OXIDO CALCIO;TP-41119A;Y-411-001;7223;HIDROXIDO DE CALCIO;TRANSPORTADOR PNEUMµTICO ;;;
240;104535;102412;;CAL-RECEBIMENTO OXIDO CALCIO;MG-41102A;Y-411-001;7223;HIDROXIDO DE CALCIO;MOEGA;;;
241;104535;98370;0001;CAL-RECEBIMENTO OXIDO CALCIO;FL-41102A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
242;104535;37100;0002;CAL-RECEBIMENTO OXIDO CALCIO;EX-41102A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
243;104535;72720;0003;CAL-RECEBIMENTO OXIDO CALCIO;EX-41102A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
244;104534;102413;;CAL-RECEBIMENTO OXIDO CALCIO;MO-41104A;Y-411-001;7223;HIDROXIDO DE CALCIO;MOINHO;;;
245;104534;;0001;CAL-RECEBIMENTO OXIDO CALCIO;MO-41104A;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
246;104537;1016510;;CAL-RECEBIMENTO OXIDO CALCIO;TC-41109A;Y-411-001;7223;HIDROXIDO DE CALCIO;CORREIA TRANSPORTADORA;;;
247;104537;;0001;CAL-RECEBIMENTO OXIDO CALCIO;TC-41109A;Y-411-001;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
248;104538;;;CAL-RECEBIMENTO OXIDO CALCIO;SM-41109A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;SEPARADOR MAGNETICO;;;
249;104536;1027853;;CAL-RECEBIMENTO OXIDO CALCIO;CV-41125A;Y-411-001;7223;HIDROXIDO DE CALCIO;CALHA VIBRATORIA;MAVI;;
250;104508;41960;;CAL-RECEBIMENTO OXIDO CALCIO;SI-41108A;Y-411-001;7223;HIDROXIDO DE CALCIO;SILO;;;
251;104540;102430;;CAL-RECEBIMENTO OXIDO CALCIO;FL-41109A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
252;104539;102417;;CAL-RECEBIMENTO OXIDO CALCIO;EX-41109A-01;Y-411-001;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
253;104525;102415;;CAL-PLANTA DE CAL;TP-41219A;Y-412-002;7223;HIDROXIDO DE CALCIO;TRANSPORTADOR PNEUMµTICO ;;;
254;104548;7048002;;CAL-PLANTA DE CAL;MG-41202B;Y-412-002;7223;HIDROXIDO DE CALCIO;MOEGA;;;
255;104548;42810;0001;CAL-PLANTA DE CAL;FL-41202B-01;Y-412-002;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
256;104524;7064550;;CAL-PLANTA DE CAL;MO-41204A;Y-412-002;7223;HIDROXIDO DE CALCIO;MOINHO DE BOLAS;FURLAN;MB 180 400;
257;104524;;0001;CAL-PLANTA DE CAL;MO-41204A;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
258;104528;102441;;CAL-PLANTA DE CAL;RO-41216G;Y-412-002;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
259;104528;;0001;CAL-PLANTA DE CAL;RO-41216G;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
260;104551;102453;;CAL-PLANTA DE CAL;CI-41212A;Y-412-002;7223;HIDROXIDO DE CALCIO;CICLONE;;;
261;104551;7023270;0001;CAL-PLANTA DE CAL;VR-41212A-01;Y-412-002;7223;HIDROXIDO DE CALCIO;VALVULA ROTATIVA;;;
262;104551;63050;0002;CAL-PLANTA DE CAL;VR-41212A-01;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
263;104553;;;CAL-PLANTA DE CAL;VT-41212A-01;Y-412-002;7223;HIDROXIDO DE CALCIO;VENTILADOR CENTRIFUGO;;;
264;104553;7049440;;CAL-PLANTA DE CAL;VT-41212A-01;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
265;104555;1033870;;CAL-PLANTA DE CAL;RO-41216F;Y-412-002;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
266;104555;;0001;CAL-PLANTA DE CAL;RO-41216F;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
267;104550;42830;;CAL-PLANTA DE CAL;FL-41216F-01;Y-412-002;7223;HIDROXIDO DE CALCIO;FILTRO ;;;
268;104550;10140434;0001;CAL-PLANTA DE CAL;VR-41216F-01;Y-412-002;7223;HIDROXIDO DE CALCIO;VALVULA ROTATIVA;;;
269;104549;102447;;CAL-PLANTA DE CAL;EX-41216F-01;Y-412-002;7223;HIDROXIDO DE CALCIO;EXAUSTOR CENTR÷FUGO;;;
270;104549;63470;0001;CAL-PLANTA DE CAL;EX-41216F-01;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOR ELêTRICO ;;;
271;104527;1033860;;CAL-PLANTA DE CAL;RO-41216E;Y-412-002;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
272;104527;;0001;CAL-PLANTA DE CAL;RO-41216E;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
273;104526;102445;;CAL-PLANTA DE CAL;RO-41216D;Y-412-002;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
274;104526;;0001;CAL-PLANTA DE CAL;RO-41216D;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
275;104554;102456;;CAL-PLANTA DE CAL;RO-41216C;Y-412-002;7223;HIDROXIDO DE CALCIO;ROSCA TRANSPORTADORA ;;;
276;104554;;0001;CAL-PLANTA DE CAL;RO-41216C;Y-412-002;7223;HIDROXIDO DE CALCIO;MOTOREDUTOR ;;;
277;104552;102448;;CAL-PLANTA DE CAL;AS-41235A;Y-412-002;7223;HIDROXIDO DE CALCIO;AERO SEPARADOR;;;
278;104721;1014250;;ZOOTECNICA-MISTURA 1;EC-55114B;Y-551-002;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
279;104721;8000229;0001;ZOOTECNICA-MISTURA 1;DE-55148-01;Y-551-002;7225;ZOOTECNICA;DESGRUMADOR;;;
280;104721;;0002;ZOOTECNICA-MISTURA 1;EC-55114B-01;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
281;104721;31570;0003;ZOOTECNICA-MISTURA 1;FL-55148B-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
282;104722;80004730;;ZOOTECNICA-MISTURA 1;TL-55117A;Y-551-002;7225;ZOOTECNICA;TALHA ELETRICA;;;
283;104667;41280;;ZOOTECNICA-MISTURA 1;SI-55108G;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102576
284;104667;31260;0001;ZOOTECNICA-MISTURA 1;FL-55108G-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
285;104667;49841;0002;ZOOTECNICA-MISTURA 1;EX-55108G-01;Y-551-002;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
286;104667;;0003;ZOOTECNICA-MISTURA 1;EX-55108G-01;Y-551-002;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
287;104668;1021650;;ZOOTECNICA-MISTURA 1;RO-55116G;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
288;104668;102590;0001;ZOOTECNICA-MISTURA 1;RO-55116G;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
289;104665;41350;;ZOOTECNICA-MISTURA 1;SI-55108H;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102569
290;104666;1020240;;ZOOTECNICA-MISTURA 1;RO-51116H;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
291;104666;102583;0001;ZOOTECNICA-MISTURA 1;RO-51116H;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
292;104669;129051;;ZOOTECNICA-MISTURA 1;SI-55108I;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;
293;104670;1042830;;ZOOTECNICA-MISTURA 1;RO-55116I;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
294;104670;;0001;ZOOTECNICA-MISTURA 1;RO-55116I;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
295;104663;129041;;ZOOTECNICA-MISTURA 1;SI-55108J;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;
296;104663;31250;0001;ZOOTECNICA-MISTURA 1;FI-55108J-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
297;104664;1016590;;ZOOTECNICA-MISTURA 1;RO-55116J;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102581
298;104664;;0001;ZOOTECNICA-MISTURA 1;RO-55116J;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
299;104674;37920;;ZOOTECNICA-MISTURA 1;MG-55102B;Y-551-002;7225;ZOOTECNICA;MOEGA METµLICA;;;102598
300;104674;39640;0001;ZOOTECNICA-MISTURA 1;FL-55102B-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
301;104661;41320;;ZOOTECNICA-MISTURA 1;SI-55108K;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102571
302;104661;30150;0001;ZOOTECNICA-MISTURA 1;FI-55108K-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
303;104662;32250;;ZOOTECNICA-MISTURA 1;RO-55116K;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102585
304;104662;;0001;ZOOTECNICA-MISTURA 1;RO-55116K;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
305;104671;41240;;ZOOTECNICA-MISTURA 1;SI-55108L;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102574
306;104671;7064250;0001;ZOOTECNICA-MISTURA 1;FL-55108L-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
307;104672;42210;;ZOOTECNICA-MISTURA 1;RO-55116-L;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102588
308;104672;;0001;ZOOTECNICA-MISTURA 1;RO-55116-L;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
309;104673;103430;;ZOOTECNICA-MISTURA 1;MG-55102C;Y-551-002;7225;ZOOTECNICA;MOEGA METµLICA;;;102599
310;104673;7064121;0001;ZOOTECNICA-MISTURA 1;FL-55102C-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
311;104659;41290;;ZOOTECNICA-MISTURA 1;SI-55108M;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102573
312;104659;7067330;;ZOOTECNICA-MISTURA 1;FL-55108M-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
313;104660;42270;;ZOOTECNICA-MISTURA 1;RO-55116M;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
314;104660;;0001;ZOOTECNICA-MISTURA 1;RO-55116M;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
315;104657;41360;;ZOOTECNICA-MISTURA 1;SI-55108N;Y-551-002;7225;ZOOTECNICA;SILO METALICO;;;102572
316;104657;4121690;0001;ZOOTECNICA-MISTURA 1;FL-55108N-01;Y-551-002;7225;ZOOTECNICA;FILTRO ;;;
317;104658;33280;;ZOOTECNICA-MISTURA 1;RO-55116N;Y-551-002;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102586
318;104658;;0001;ZOOTECNICA-MISTURA 1;RO-55116N;Y-551-002;7225;ZOOTECNICA;MOTOREDUTOR ;;;
319;104686;41300;;ZOOTECNICA-MISTURA 1;SI-55108A;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;102577
320;104686;41550;0001;ZOOTECNICA-MISTURA 1;FL-55108A-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
321;104687;42260;;ZOOTECNICA-MISTURA 1;RO-55116A;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102591
322;104687;;0001;ZOOTECNICA-MISTURA 1;RO-55116A;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
323;104682;41250;;ZOOTECNICA-MISTURA 1;SI-55108B;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;102578
324;104682;38210;0001;ZOOTECNICA-MISTURA 1;FL-55108B-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
325;104682;38220;0002;ZOOTECNICA-MISTURA 1;FL-55108B-02;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
326;104685;42280;;ZOOTECNICA-MISTURA 1;RO-55116B;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102592
327;104685;;0001;ZOOTECNICA-MISTURA 1;RO-55116B;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
328;104688;41330;;ZOOTECNICA-MISTURA 1;SI-55108C;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;102582
329;104688;39930;0001;ZOOTECNICA-MISTURA 1;FL-55108C-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
330;104689;7067440;;ZOOTECNICA-MISTURA 1;RO-55116C;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102596
331;104689;;0001;ZOOTECNICA-MISTURA 1;RO-55116C;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
332;104675;37580;;ZOOTECNICA-MISTURA 1;MG-55102A;Y-551-001;7225;ZOOTECNICA;MOEGA METµLICA;;;102597
333;104675;45110;0001;ZOOTECNICA-MISTURA 1;FL-55102A-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
334;104716;41570;;ZOOTECNICA-MISTURA 1;RO-55116O;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102600
335;104716;;0001;ZOOTECNICA-MISTURA 1;RO-55116O;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
336;104680;41260;;ZOOTECNICA-MISTURA 1;SI-55108D;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;102579
337;104680;45160;0001;ZOOTECNICA-MISTURA 1;FL-55108D-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
338;104681;1016600;;ZOOTECNICA-MISTURA 1;RO-55116D;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
339;104681;;0001;ZOOTECNICA-MISTURA 1;RO-55116D;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
340;104678;1029220;;ZOOTECNICA-MISTURA 1;SI-55108E;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;
341;104678;45150;0001;ZOOTECNICA-MISTURA 1;FL-55108E-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
342;104679;58711;;ZOOTECNICA-MISTURA 1;RO-55116E;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
343;104679;;0001;ZOOTECNICA-MISTURA 1;RO-55116E;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
344;104676;98350;;ZOOTECNICA-MISTURA 1;SI-55108F;Y-551-001;7225;ZOOTECNICA;SILO METALICO;;;
345;104676;45120;0001;ZOOTECNICA-MISTURA 1;FL-55108F-01;Y-551-001;7225;ZOOTECNICA;FILTRO ;;;
346;104676;49851;0002;ZOOTECNICA-MISTURA 1;EX-55108F-01;Y-551-001;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
347;104676;;0003;ZOOTECNICA-MISTURA 1;EX-55108F-01;Y-551-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
348;104677;7068180;;ZOOTECNICA-MISTURA 1;RO-55116F;Y-551-001;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102595
349;104677;;0001;ZOOTECNICA-MISTURA 1;RO-55116F;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
350;104718;98920;;ZOOTECNICA-MISTURA 1;EC-55114A;Y-551-001;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
351;104718;;0001;ZOOTECNICA-MISTURA 1;EC-55114A;Y-551-001;7225;ZOOTECNICA;MOTOREDUTOR ;;;
352;104718;41610;0002;ZOOTECNICA-MISTURA 1;DE-55114A-01;Y-551-001;7225;ZOOTECNICA;DESGRUMADOR;;;
353;104718;;0003;ZOOTECNICA-MISTURA 1;DE-55114A-01;Y-551-001;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
354;104725;1026740;;ZOOTECNICA-MISTURA 1;MI-55107A;Y-551-003;7225;ZOOTECNICA;MISTURADOR;;;
355;104725;;0001;ZOOTECNICA-MISTURA 1;MI-55107A;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
356;104725;1020530;0002;ZOOTECNICA-MISTURA 1;FL-55107A-01;Y-551-003;7225;ZOOTECNICA;FILTRO ;;;
357;104725;1109280;0003;ZOOTECNICA-MISTURA 1;EX-55107A-01;Y-551-003;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
358;104725;;0004;ZOOTECNICA-MISTURA 1;EX-55107A-01;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
359;104726;38390;;ZOOTECNICA-MISTURA 1;RO-55116P;Y-551-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;102616
360;104726;;0001;ZOOTECNICA-MISTURA 1;RO-55116P;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
361;104729;33040;;ZOOTECNICA-MISTURA 1;EC-55114C;Y-551-003;7225;ZOOTECNICA;ELEVADOR DE CANECAS;;;
362;104729;;0001;ZOOTECNICA-MISTURA 1;EC-55114C;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
363;104728;10140412;;ZOOTECNICA-MISTURA 1;MG-55102D;Y-551-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
364;104728;;0001;ZOOTECNICA-MISTURA 1;VR-55102D-01;Y-551-003;7225;ZOOTECNICA;VµLVULA ROTATIVA;;;
365;104728;1020710;0002;ZOOTECNICA-MISTURA 1;FI-55102D-01;Y-551-003;7225;ZOOTECNICA;FILTRO ;;;
366;104727;7060300;;ZOOTECNICA-MISTURA 1;EX-55102D-01;Y-551-003;7225;ZOOTECNICA;EXAUSTOR CENTR÷FUGO;;;
367;104727;;0001;ZOOTECNICA-MISTURA 1;EX-55102D-01;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
368;104737;1017370;;ZOOTECNICA-MISTURA 1;EN-55105A;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
369;104737;59541;0001;ZOOTECNICA-MISTURA 1;CP-55113A;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
370;104737;;0002;ZOOTECNICA-MISTURA 1;CP-55113A;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
371;104738;1017380;;ZOOTECNICA-MISTURA 1;EN-55105B;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
372;104738;86890;0001;ZOOTECNICA-MISTURA 1;CP-55113B;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
373;104738;;0002;ZOOTECNICA-MISTURA 1;CP-55113B;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
374;104739;1017390;;ZOOTECNICA-MISTURA 1;EN-55105C;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
375;104739;1016660;0001;ZOOTECNICA-MISTURA 1;CP-55113C;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
376;104739;;0002;ZOOTECNICA-MISTURA 1;CP-55113C;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
377;104740;1019210;;ZOOTECNICA-MISTURA 1;EN-55105D;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
378;104740;29990;0001;ZOOTECNICA-MISTURA 1;CP-55113D;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
379;104740;;0002;ZOOTECNICA-MISTURA 1;CP-55113D;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
380;104741;7035530;;ZOOTECNICA-MISTURA 1;EN-55105E;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
381;104741;47430;0001;ZOOTECNICA-MISTURA 1;CP-55113E;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
382;104741;;0002;ZOOTECNICA-MISTURA 1;CP-55113E;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
383;104742;32450;;ZOOTECNICA-MISTURA 1;EN-55105F;Y-551-003;7225;ZOOTECNICA;ENSACADEIRA;;;
384;104742;1020780;0001;ZOOTECNICA-MISTURA 1;CP-55113F;Y-551-003;7225;ZOOTECNICA;COMPRESSOR DE AR;;;
385;104742;;0002;ZOOTECNICA-MISTURA 1;CP-55113F;Y-551-003;7225;ZOOTECNICA;MOTOR ELêTRICO ;;;
386;104743;7016180;;ZOOTECNICA-MISTURA 1;TC-55109A;Y-551-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
387;104743;;0001;ZOOTECNICA-MISTURA 1;TC-55109A;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
388;104732;7048003;;ZOOTECNICA-MISTURA 1;MG-55102E;Y-551-003;7225;ZOOTECNICA;MOEGA;;;
389;104731;56461;;ZOOTECNICA-MISTURA 1;RO-55116Q;Y-551-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
390;104731;;0001;ZOOTECNICA-MISTURA 1;RO-55116Q;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
391;104730;76570;;ZOOTECNICA-MISTURA 1;RO-55116T;Y-551-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
392;104730;;0001;ZOOTECNICA-MISTURA 1;RO-55116T;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
393;104744;7046550;;ZOOTECNICA-MISTURA 1;TC-55109B;Y-551-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
394;104744;;0001;ZOOTECNICA-MISTURA 1;TC-55109B;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
395;104745;32610;;ZOOTECNICA-MISTURA 1;N/D;Y-551-003;7225;ZOOTECNICA;BALANÄA PARA CONFER“NCIA;;;
396;104734;10140413;;ZOOTECNICA-MISTURA 1;MG-55102F;Y-551-003;7225;ZOOTECNICA;MOEGA METµLICA;;;
397;104733;1102710;;ZOOTECNICA-MISTURA 1;RO-55116R;Y-551-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
398;104733;;0001;ZOOTECNICA-MISTURA 1;RO-55116R;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
399;104735;82640;;ZOOTECNICA-MISTURA 1;RO-55116S;Y-551-003;7225;ZOOTECNICA;ROSCA TRANSPORTADORA ;;;
400;104735;;0001;ZOOTECNICA-MISTURA 1;RO-55116S;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
401;104736;7015120;;ZOOTECNICA-MISTURA 1;TC-55109D;Y-551-003;7225;ZOOTECNICA;CORREIA TRANSPORTADORA;;;
402;104736;;0001;ZOOTECNICA-MISTURA 1;TC-55109D;Y-551-003;7225;ZOOTECNICA;MOTOREDUTOR ;;;
